id_project,name,top,score,year,week,created_at
3747,Solana,General,69.48,2023,38,2023-09-24 20:02:05
984,TRON,General,69.37,2023,38,2023-09-24 20:01:59
998,Dogecoin,General,69.33,2023,38,2023-09-24 20:01:59
5395,Uniswap,General,69.27,2023,38,2023-09-24 20:02:08
4688,Polkadot,General,68.81,2023,38,2023-09-24 20:02:06
769,Cosmos,General,68.80,2023,38,2023-09-24 20:01:58
1036,Polygon,General,68.67,2023,38,2023-09-24 20:01:59
3844,Trust Wallet Token,General,68.37,2023,38,2023-09-24 20:02:05
1069,Hedera Hashgraph,General,68.15,2023,38,2023-09-24 20:01:59
5613,Aave,General,67.56,2023,38,2023-09-24 20:02:08
983,Stellar,General,67.55,2023,38,2023-09-24 20:01:59
5083,Shiba Inu,General,67.51,2023,38,2023-09-24 20:02:07
18408,Kaspa,General,67.43,2023,38,2023-09-24 20:02:44
6569,The Graph,General,67.36,2023,38,2023-09-24 20:02:10
981,Litecoin,General,67.17,2023,38,2023-09-24 20:01:59
986,Monero,General,66.80,2023,38,2023-09-24 20:01:59
147,Algorand,General,66.66,2023,38,2023-09-24 20:01:57
988,OKB,General,66.64,2023,38,2023-09-24 20:01:59
987,LEO Token,General,66.59,2023,38,2023-09-24 20:01:59
18126,Optimism,General,65.53,2023,38,2023-09-24 20:02:43
10418,The Open Network,General,65.43,2023,38,2023-09-24 20:02:18
996,Maker,General,65.20,2023,38,2023-09-24 20:01:59
5674,PancakeSwap,General,65.06,2023,38,2023-09-24 20:02:08
5900,Near,General,65.04,2023,38,2023-09-24 20:02:09
20565,OKX Staked DOT2,General,65.00,2023,38,2023-09-24 20:02:51
809,Crypto.com Coin,General,64.91,2023,38,2023-09-24 20:01:58
994,VeChain,General,64.86,2023,38,2023-09-24 20:01:59
1087,Kava,General,64.84,2023,38,2023-09-24 20:01:59
6723,Lido DAO,General,64.79,2023,38,2023-09-24 20:02:10
15951,BitTorrent,General,64.78,2023,38,2023-09-24 20:02:35
993,IOTA,General,64.76,2023,38,2023-09-24 20:01:59
21811,Arbitrum,General,64.67,2023,38,2023-09-24 20:02:54
8477,Mina Protocol (IOU),General,64.64,2023,38,2023-09-24 20:02:13
4696,Curve DAO Token,General,64.23,2023,38,2023-09-24 20:02:06
6009,Axie Infinity,General,64.11,2023,38,2023-09-24 20:02:09
881,Dash,General,64.01,2023,38,2023-09-24 20:01:58
1032,Zilliqa,General,63.86,2023,38,2023-09-24 20:01:59
6641,1inch,General,63.77,2023,38,2023-09-24 20:02:10
995,Ontology,General,63.59,2023,38,2023-09-24 20:01:59
1067,Loopring,General,63.57,2023,38,2023-09-24 20:01:59
672,Chiliz,General,63.45,2023,38,2023-09-24 20:01:58
22464,Sui,General,63.35,2023,38,2023-09-24 20:02:56
376,Bitcoin,General,82.49,2023,39,2023-10-01 20:02:12
978,Ethereum,General,81.15,2023,39,2023-10-01 20:02:13
5518,Avalanche,General,73.92,2023,39,2023-10-01 20:02:21
979,XRP,General,73.52,2023,39,2023-10-01 20:02:13
345,Binance Coin,General,73.48,2023,39,2023-10-01 20:02:12
8839,Internet Computer,General,72.65,2023,39,2023-10-01 20:02:28
659,ChainLink,General,70.05,2023,39,2023-10-01 20:02:12
621,Cardano,General,69.42,2023,39,2023-10-01 20:02:12
984,TRON,General,69.39,2023,39,2023-10-01 20:02:13
5395,Uniswap,General,69.31,2023,39,2023-10-01 20:02:21
998,Dogecoin,General,69.25,2023,39,2023-10-01 20:02:13
4688,Polkadot,General,68.98,2023,39,2023-10-01 20:02:20
769,Cosmos,General,68.63,2023,39,2023-10-01 20:02:12
1036,Polygon,General,68.49,2023,39,2023-10-01 20:02:13
3844,Trust Wallet Token,General,68.45,2023,39,2023-10-01 20:02:19
3747,Solana,General,68.36,2023,39,2023-10-01 20:02:18
994,VeChain,General,68.13,2023,39,2023-10-01 20:02:13
1069,Hedera Hashgraph,General,68.08,2023,39,2023-10-01 20:02:13
5613,Aave,General,67.91,2023,39,2023-10-01 20:02:22
983,Stellar,General,67.77,2023,39,2023-10-01 20:02:13
