week_associated,id_project,appearance_count,performance_mean,score_mean,name
17,809,2,-0.0989920939907255,67.825,Crypto.com Coin
17,907,4,-0.07215354025383802,68.0275,Decentraland
17,978,4,-0.01681856023887005,82.5475,Ethereum
17,979,4,-0.031218296207560153,74.205,XRP
17,981,2,-0.05325750063237869,68.12,Litecoin
17,984,4,-0.0030622112060108737,68.665,TRON
17,986,4,-0.0076734630763605465,68.535,Monero
17,987,1,0.0052264808362368,66.22,LEO Token
17,994,4,-0.0306895734396226,67.7,VeChain
17,996,1,-0.046022129488718,66.33,Maker
17,998,2,-0.16688917617807478,66.73,Dogecoin
17,1011,3,-0.038335781274977034,66.98,Theta Network
17,1013,1,-0.0361445783132529,67.99,KuCoin Shares
17,1036,4,-0.053539339767413444,68.685,Polygon
17,1059,1,-0.0513698630136986,66.7,iExec RLC
17,1062,3,0.03857015683560828,67.33,Fantom
17,1069,4,0.008095451197989961,68.42,Hedera Hashgraph
17,2276,0,,105.0,Navibration
17,2391,1,-0.0656283790192545,66.11,Klaytn
17,3288,2,-0.06536340852130329,67.565,Filecoin
17,3747,4,-0.05998913557899817,69.64500000000001,Solana
17,3844,4,-0.04419758451949908,69.1325,Trust Wallet Token
17,4688,4,-0.062698750676273,68.425,Polkadot
17,5518,4,-0.07862362685621377,71.295,Avalanche
17,5613,4,-0.04862498143920997,68.1325,Aave
