,id_project,name,score,position,platform,year,week
306,12135,Snook,40.33,494,polygon-pos,2023,32
307,16766,Vault Hill City,40.07,507,polygon-pos,2023,32
308,16534,Rainbow Token,37.21,637,polygon-pos,2023,32
309,18132,SPORT,37.15,640,polygon-pos,2023,32
310,17936,Quickswap,61.89,73,polygon-pos,2023,33
311,18792,Tutellus,54.09,167,polygon-pos,2023,33
312,10287,Kommunitas,52.49,187,polygon-pos,2023,33
313,16476,Bullieverse,46.40,298,polygon-pos,2023,33
314,13269,Playermon,46.03,306,polygon-pos,2023,33
315,12135,Snook,41.98,412,polygon-pos,2023,33
316,16534,Rainbow Token,39.52,528,polygon-pos,2023,33
317,16766,Vault Hill City,39.48,530,polygon-pos,2023,33
318,18132,SPORT,39.20,541,polygon-pos,2023,33
319,19096,tSILVER,38.02,595,polygon-pos,2023,33
320,17936,Quickswap,61.08,64,polygon-pos,2023,34
321,10287,Kommunitas,49.27,214,polygon-pos,2023,34
322,13269,Playermon,47.63,255,polygon-pos,2023,34
323,16476,Bullieverse,45.73,308,polygon-pos,2023,34
324,12382,Fabwelt,41.86,399,polygon-pos,2023,34
325,12135,Snook,40.70,442,polygon-pos,2023,34
326,18132,SPORT,39.94,506,polygon-pos,2023,34
327,13802,IX Token,38.82,546,polygon-pos,2023,34
328,16534,Rainbow Token,38.49,566,polygon-pos,2023,34
329,19096,tSILVER,38.10,575,polygon-pos,2023,34
330,17936,Quickswap,61.67,82,polygon-pos,2023,35
331,10287,Kommunitas,48.47,270,polygon-pos,2023,35
332,13269,Playermon,48.30,278,polygon-pos,2023,35
333,16476,Bullieverse,46.31,314,polygon-pos,2023,35
334,18792,Tutellus,43.64,375,polygon-pos,2023,35
335,12382,Fabwelt,40.74,481,polygon-pos,2023,35
336,13802,IX Token,40.14,513,polygon-pos,2023,35
337,12135,Snook,39.70,534,polygon-pos,2023,35
338,16534,Rainbow Token,39.59,537,polygon-pos,2023,35
339,18132,SPORT,38.99,560,polygon-pos,2023,35
340,17936,Quickswap,57.79,128,polygon-pos,2023,36
341,10287,Kommunitas,49.18,259,polygon-pos,2023,36
342,16476,Bullieverse,48.02,287,polygon-pos,2023,36
343,13269,Playermon,44.39,372,polygon-pos,2023,36
344,12135,Snook,41.84,418,polygon-pos,2023,36
345,12382,Fabwelt,41.19,447,polygon-pos,2023,36
346,18132,SPORT,39.71,518,polygon-pos,2023,36
347,18792,Tutellus,39.53,527,polygon-pos,2023,36
348,16037,Sheesha Finance Polygon,38.99,548,polygon-pos,2023,36
349,13802,IX Token,37.72,603,polygon-pos,2023,36
350,17936,Quickswap,60.90,74,polygon-pos,2023,37
351,10287,Kommunitas,53.97,173,polygon-pos,2023,37
